Platform ID,Platform Name,Key Concept,Example,Argument,Quote,Historic Precedent,Critique,Key Features
hauer2022importance.platform6,The Human Relationship with AI,Examining and defining humanity's relationship with thinking machines. ,Wide-ranging effects of AI assimilation into human societies.,Our connection to advanced AI needs philosophical analysis given its transformational potential.,"""Artificial intelligence is becoming a normal part of people’s lives.""",Earlier examination of effects of technology on human experience.,Hard to fully predict AI's cultural impacts when still in relatively early stages.,"Co-evolution, interconnection, unknown trajectory."
magrani2019.platform1,Legal and Ethical Challenges of AI,AI poses new legal and ethical questions.,Issues of liability and accountability for autonomous systems.,"As AI systems gain more autonomy, new frameworks are needed to govern them.","""This increasing connectivity and symbiotic interaction among humans and intelligent machines brings significant challenges for the rule of law and contemporary ethics.""",Past failures like Microsoft's Tay chatbot.,"While risks exist, AI also brings benefits that regulation shouldn't stifle.","Uncertainty, distributed responsibility, unpredictability."
magrani2019.platform2,Machine Morality and Rights,Whether AI systems can or should have morality.,Proposals to grant legal personhood status to AI.,More advanced AI may need some form of rights and responsibilities.,"""Do machines have morality?""",Corporations as legal persons.,AI today clearly lacks attributes needed for moral or legal standing.,"Potential future personhood, shifting definitions."
magrani2019.platform3,Diffused Liability,Unclear causality between actors and harms.,Failures in complex sociotechnical systems.,Distributed responsibility across networks needs new accountability models.,"Problem of ""distributed irresponsibility.""",Chain of liability in consumer law.,Economic liability can still apply reasonably well today.,"Dispersed actors, blurred lines, loopholes."
magrani2019.platform4,AI Autonomy Spectrum,Varying levels of machine autonomy.,Comparing Roombas to doctor bots.,More autonomous AI needs differentiated ethical treatment.,"""Metrics are branched and complex with several possible sub-analyses...""",Division between tool versus moral agent.,Clear autonomy classification is very difficult.,"Contextual, multidimensional, sliding scale."
magrani2019.platform5,Guiding Ethics by Design,Values embedded into systems architecturally.,Privacy and accountability as default principles.,Law should regulate development processes over just outcomes.,"""...guide the way technology shapes behaviour rather than the other way around...""",Value sensitive design theory.,Ethical frameworks lack concrete technical implementation.,"Proactive, adaptive, transparent."
magrani2019.platform6,Law as Meta-Technology,Law as an overarching framework governing tech.,Data regulations as a checks-and-balances pipeline.,Law must constrain technology to protect rights and dignity.,"""Law as meta-technology would function as a pipeline suited to the digital age...""",Human rights law overriding domains.,Legal oversight risks limiting innovation and progress.,"Principled, holistic, human-centered."
hartzog_mckenna_2023_robotics_ai_law.platform1,Conceptualizing Scale in Technology Law,Scale is an important but underspecified concept in technology law and policy.,,The concept of scale is widely invoked but rarely explicitly defined or clarified when used in consequential legal and policy settings related to technology.,"""Yet, remarkably, that concept is rarely explicitly defined or clarified when used in consequential settings.""",,"Failing to properly conceptualize scale can cause lawmakers and judges to misunderstand harms, misdiagnose their causes, and focus on the wrong solutions.","Magnitude, extent, proportionality, thresholds."
hartzog_mckenna_2023_robotics_ai_law.platform2,Two Meanings of Scale,"Distinguishing between ""scale is more"" and ""scale is different.""",,"Scale can simply mean more of the same kinds of costs/benefits (""scale is more"") or can introduce qualitatively new costs/benefits (""scale is different"").","""'Scale as more' refers to situations in which costs and/or benefits of an activity have a more or less linear relationship with the amount of that activity.""",,"Failure to appreciate that scale can be ""different"" and not just ""more"" can undermine policy responses.","Linear vs. nonlinear relationships, emergent dynamics."
hartzog_mckenna_2023_robotics_ai_law.platform3,Policy Implications of Scale,Scale should shape technology law and policy choices.,,"A sophisticated understanding of scale supports periodic reassessment of regulations, justifies precautionary approaches, and informs institutional design and remedies.","""Scale being different can also justify a precautionary approach to new technologies.""",,More nuanced engagement with scale does not necessarily argue for more regulation.,"Dynamic, consequential, multifaceted."
hartzog_mckenna_2023_robotics_ai_law.platform4,Examples Where Scale is Different,Examples of how the scale of an activity introduces new problems.,,Widespread use of biased AI systems can systematically exclude people from opportunities; extensive information collection enables new kinds of inequality and oppression.,"""Algorithmic systems may reproduce or amplify sex and race discrimination.""",,"Seeing scale as just ""more"" instances of harm overlooks structural and systemic issues that emerge at scale.","Externalities, inequality, exclusion."
